Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Target
-0.06401338893057174,1.6463714134829037,0.039175243115571266,-0.6988803388875419,-0.785137666503327,-1.2371183352379789,-0.04850800818111578,1
-2.180901980981952,-5.57430818671051,-0.20132975593356942,2.573542501897893,2.0411976454836243,1.4659416322699306,-2.6337143593893453,3
0.9493416939518633,1.9113694970901194,0.12569250837761142,-0.8812874552368395,-0.537450630798169,-0.6454648623088607,1.0720026059690024,0
3.749316664002942,-0.6021063896104168,1.5698758534007522,-1.073267007183033,2.7080053157711,-1.382430353776975,1.5201739202513085,1
-1.1802831578208022,0.8174806165414381,-0.20000924474606202,0.3598047865552405,-1.7316451345039252,2.318676336823434,0.4944263765102752,2
2.125419384979897,0.422042681088444,-1.2051281784611245,-1.2303298328372194,0.36933541502181355,1.2501401161535206,1.1081876017027392,2
1.9540023989461306,-0.9360774382419964,-2.015018241728942,-0.9061412344982915,1.2515660785318492,0.7384478995647301,0.2068551345490448,3
-0.4477075951607068,-0.48223586724318834,-2.1690322039443743,-0.18369436370230696,-0.5590663120767352,1.7899725126822204,-0.6269159284522365,4
1.0883001722364725,2.201858190541886,-1.1105072717423201,-1.4377648447462061,-0.46374784389789236,-1.6900053622048374,0.42806570968981816,3
1.6382617580672445,-2.8538483753021344,-0.2335114128026611,-0.07089092109148354,2.343266747430244,0.7487677921242841,-0.45155126959779146,2
1.1502944968249147,0.73838972887093,-1.596050299137245,-0.6053831159222072,0.5726855019114216,-1.5753196131082083,0.518800459837696,1
0.9347846561360857,-0.980220069851855,-0.8274572710805084,-0.2512042815827138,1.3071958558785366,-0.9288422637909077,-0.3781095516478805,1
1.454807141146735,-1.2062510601489211,1.112933041335781,1.109217681029896,2.3114929015643835,-1.6631995741344692,1.6231252210867244,1
-1.1149421709140988,-0.4799292031365232,1.9453361416931754,0.89690727638187,-0.09050225964082359,-0.2818729323753677,-0.34876353096162327,3
0.5056365171134841,2.396789634986848,1.6373475067144871,-0.8881892265008946,-0.5044652881818776,-2.657391955994423,0.49469413737021517,3
0.9107739036078636,0.7823726037935346,1.1363111041998917,-0.08194515787986867,0.6613846672526604,-1.9991822477803758,0.9127891366870197,1
4.273066802227307,1.2586092282432702,-1.0135496182305075,-2.3040252456965837,1.196042408156012,0.27326173176039426,2.2202568495230066,1
-0.8216629942100594,0.4189036303543784,-1.0092109614791982,1.0273438996836104,0.27327791545187385,-2.5760955944347597,0.2465199092000261,1
-1.769759952064379,-7.494311452644352,-0.06757302855249839,2.5726338477480057,2.6672999099091816,3.888964644207813,-3.09736609285638,0
1.0228450329558108,-1.2578467286747488,-1.3880793395375324,-0.8544922542999112,0.7020331230134322,1.3728778815214844,-0.7495940171387152,4
-0.7536232592817693,-2.010339474392901,1.1223364321679719,1.3518873080746143,1.34054057493229,-1.136393648242112,-0.754923382751147,3
2.953233469939693,-0.6317757534654401,-1.2961462980233238,-2.54382505644369,1.7434074336448808,-0.974400726023601,-1.18267374515005,3
1.5932127377091576,0.12309197996786697,-1.3065733869687444,-0.3759711430094579,1.4222501421688607,-2.209112028866846,0.6458468903155545,1
4.826420056666169,1.3550194170074672,-1.8890694686411573,-2.240851796451091,1.3953916764699061,0.6152215763009594,3.0190130222559426,2
-1.8928494856226425,-3.011976656532571,-1.597073374010385,1.908685550112115,0.7846419464921491,0.8732765757128291,-1.4229903065049365,3
-3.0225307551414353,2.448590581429374,-0.14872563694900348,2.4993977303582957,-2.7068940360762417,0.6222217644811419,2.3581563626337125,0
0.4203654325273706,0.6356957930002035,-1.4263240421758776,1.1858845348070972,0.18922863814849133,0.07464992965731176,2.524668571415007,1
1.0345753695429107,0.9210704366087148,0.7517582733837415,-0.7439616547125023,-0.7073810587087657,2.194953141664013,1.2816615962121407,2
1.7457593121851205,0.462819244385447,-0.19700321546689853,-0.06567368355537662,1.4323083153767797,-2.299612192148959,1.454968835488492,1
-0.4168042578035417,1.5487794227172802,0.9375020136983824,-0.6492953847859287,-1.7322556718746749,1.581099793008141,0.28119786067084984,2
2.6973956333211806,-2.8506475073842616,-0.31786914596968535,-0.9536457178997991,2.2988977448455814,2.3314567788383664,-0.1854579279191757,4
2.786909940983046,-0.3153317316989752,-0.2002787456816278,-2.048884435022954,0.9627363196950232,1.2544592829601244,0.10654065652582989,1
0.4033165082044211,-1.9663277502838261,-0.7377065906314436,0.011728240994578254,1.000330966918007,1.192965990658884,-0.7920282323598258,2
-0.2376712113129079,0.7683801348586403,1.1962509683662326,0.3357176490269955,-0.2310175727246957,-0.8848092981579447,0.584604206281657,0
-1.2310439468710435,-0.01471792602571717,-0.2501404971803685,0.6249175488100924,-1.5179130534612408,3.3305003186741517,0.41162999926598676,2
-1.416987270811854,-3.9973483747718084,-0.6367453395491364,1.7306788025818132,1.8591853706574573,-0.13313688249792832,-2.186509985533555,3
