Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Target
1.788396316208434,0.01941667034570538,-0.7108031845526689,-0.9902308746704046,-0.4277297840119616,-126.29521869000257
1.1011601021030608,-0.4672083290933881,1.2297197746954256,-0.2918463710653721,0.8139462441920998,27.930137439517736
-0.6951835911686964,0.17039505931635415,-0.43993573791196,-0.0102482688284862,-0.12453782496248426,10.302692645582994
0.09511985213292817,-0.2352288680773941,-0.21425919354934672,-1.3876476537010212,-0.8245873265595509,-233.18300233844533
-0.9746902201923102,-1.8285603654978357,0.7993281621621713,-0.7490944891589429,-0.25513868627311925,-215.22476097777437
-0.6861465851073458,-0.19422133384463808,-0.06434314961587694,0.5877885293013254,-0.7068190812919728,-21.88703036278102
-1.3862778344470634,-0.49691498853598765,0.40501904219754326,-0.7302045043126472,0.4196434956579614,-61.37568599858373
-0.3243997886683564,1.3880465119137366,0.8712391417768949,0.9765099104056594,-1.827601406132528,12.048772194176522
0.9017845636412279,0.9020000986281395,-1.2289053742887868,0.8416827458237844,0.5050414717830635,183.2948133295316
0.07715736825636164,0.7571847989214778,0.12703813875825173,0.8066407669660143,0.6833006681900897,170.5029215541883
-0.8041679367588661,0.3220312281857157,-0.17644212496115014,-0.5464936342832676,1.5835507407902585,104.55861133483097
1.083458368280158,-0.20263701519245406,-2.13886980244419,1.6245530978465408,0.1264396918734345,157.84957148276985
0.07771447840829783,-0.7308249013059614,-0.10245682163763388,-0.5724710718981655,-1.8743377431161423,-278.60988732944867
-1.2175498031741347,-0.17310597969762503,0.691327551298069,0.8333358645720088,0.7936610772214394,156.62696797658458
1.6421336258852908,-0.6397430520716529,-0.5022984000395129,0.01514659757154689,1.7280110563709854,122.0349944057814
0.46731182222906303,-0.5516895963588007,-0.7525865769745542,-0.3372896309600543,-2.2345503679112952,-232.0746232609488
1.4113449373882276,-1.2813426458598036,1.0150353419149325,1.2691073320987536,0.2420059869711379,94.16881437473987
-0.1894097387201036,0.2999911375745055,-1.0088645412067305,-0.03443962038141227,-1.6748745592001864,-116.12348841247473
-0.8764599968996267,0.24683843300283176,2.0081328279232316,-0.8731137489473589,-0.5159319278227333,-109.76986433931634
-0.39443610034495297,2.503354046947538,0.8617222068747256,0.8380730666937511,1.3363234842354312,341.0076234536168
-2.364696080657899,1.3594580312665707,0.921435479755555,-0.6155332630831808,1.2940562967121043,127.17296335144555
0.13010027696036353,0.34885344798490175,-0.6664959844562697,-0.16574872511619088,1.738690864095884,157.64447188600118
-0.38493268139060893,-0.6808918143675291,-0.8203780477641012,-0.3488504752664703,0.44179051795886987,-33.2692895561253
1.8015722252311195,0.8594233327735701,1.0059371375988293,0.031841403877811786,2.8190325489638695,320.8181215111831
0.26092003318287293,-0.016629508490500242,-1.0746587589491705,-0.5461693917260608,0.3640469071067228,-36.373858608103546
-0.20587425373901022,0.3255322669728162,-0.9176823346183527,0.8423128861274438,-0.6908497709342655,49.19282900295967
0.2657869232802233,1.0202214266559237,-0.7672876656029798,-1.4117363693929315,1.1986950665491352,-5.317321200019585
0.32353471469164996,0.8239534920839428,2.1993204508800606,-0.12455338515492656,-1.5923311691930744,-112.58127445548287
0.20053148882454797,-0.19972871496304231,0.4073410881913403,0.8005389002258103,1.6659978013518766,224.60525163221575
0.50273952425666,-0.28642977385570695,1.9168415494720343,1.014803097734744,0.796762957385185,157.9722084772949
-0.6147463195987204,0.3357265984452714,-0.24220045457734568,1.8703499077240473,1.1109274374798166,333.0287482885282
-0.44600170007065104,-1.3048844331205827,0.30854888988969026,1.4706827944773826,1.0828732161390815,168.7675641470672
-0.4076458779643292,-1.4187920032332257,-1.3031062515970044,1.2121537216792722,-1.3871416796574143,-79.94358563128662
0.053686371250515695,-0.5246719772091791,-0.9170849952862492,0.15669413688804246,-0.23920017474969543,-30.72860934064179
1.0576099890077262,-1.1123969788314705,0.24138829610428866,-0.4587971663846828,0.1676899885028548,-79.66172205235742
0.07536126379789446,-0.8893871917195636,-1.0829618154105667,-0.1828678567423889,1.055435715576249,40.29123207425244
0.6191620833873726,-0.33187593398175413,-1.2420828358226954,-1.1369871956264181,0.4548344536261636,-77.47273416082652
0.21373998677782483,-0.3551044869780775,-1.3095376916106838,-1.0581716845777314,-0.20611818263891965,-140.208440639472
0.7891464141693205,-0.1446054328677578,0.07071371226664838,2.0985031946785098,0.78412257413834,289.6306320042571
-0.03347454692417527,1.118037918086018,1.4879152728682346,1.6638001736392651,2.2959132102780164,434.1849928112166
-0.35757705359483716,0.9369375672901971,-1.0420704034160795,0.16631523731971584,-0.41860273753314664,47.691669245839414
-0.8416715368715004,0.07299114797407072,-0.5534026175135522,-0.24006071463865328,-0.5778416564893406,-64.95350504529681
-0.11166826064801226,-1.3359947086888044,0.1224878753377932,-1.757893763399492,1.2439668330726352,-154.04262831130396
0.16406258699848925,0.343751095340694,-1.4666511434328204,1.225128007569298,1.3443934305403316,243.60622931065214
-1.2555421527321493,-1.5531126697056237,0.12321054454772769,-1.3262666164346404,-2.7055976107646105,-455.92300279348103
-1.0526677980507988,-0.0001493927548569246,-0.5586105579100125,-1.1527257504517598,-0.913446285204153,-173.22757860570007
0.35836081866592073,1.974936483671234,-1.3008256428707077,-1.2419509721282813,0.5584068566168332,49.92394793551887
1.3756491396961157,-0.4107077429800156,1.1645781637534298,2.3057844845995903,-0.2594593796235646,170.64523685523824
-0.14872563694900348,-0.8830170922417256,1.605553456897393,0.12386364025726188,0.15475676709780375,-28.990278903778055
-0.08364516445167355,0.16569890437690385,-0.3613348630231777,-0.1880664458721157,0.29573542475062714,28.988457831445814
0.8296861737318233,0.23480946766207497,-0.22910294845279958,-1.4411655449359642,-1.3716654735256117,-269.6050439676428
2.4897075316883863,0.1406138453747909,1.0525318150652148,0.019892207578106016,0.6793203874098627,71.39991635875994
0.37101930456707183,-0.28481644311712206,-0.3644269035247846,-0.6700172078231189,-0.37091401105252647,-111.1007712508892
0.3685950822771125,-0.4979713554723796,1.1790347434852069,0.9384604688575977,-1.2231117488973633,-18.34427532318425
0.40976548500449694,-0.19380492240705713,-0.5090008972919337,1.5666402273744786,0.8579051809684236,240.95538749271452
-1.1127780960586278,0.42821435109078826,0.5540970339269766,0.22901077442856488,-0.4205497685910233,5.4873310668443604
